rating,roaster,bean,location,origin,roast_level,agtron,est_price,review_date,aroma,body,flavor,aftertaste,with_milk,acid_structure,acidity,blind_assessment,notes,who_should_drink,bottom_line
93,Luck Bros' Coffee,Validation Espresso Blend,"Grandview Heights, Ohio",Brazil; Sumatra; El Salvador,Medium,46/58,$12.00/12 ounces,2016-05-01,8,9,9,8,9,,,"Evaluated as espresso. Floral, sweetly nut-toned. Lilac, orange zest, almond paste, roasted cacao nib in aroma and small cup. Plush, syrupy mouthfeel. Crisp, chocolaty short finish; orange zest carries the richly drying long. Floral notes, orange zest and nuanced chocolate tones balance in three parts milk.","Founded 2006 in Grandview Heights, Ohio, Luck Bros’ Coffee is a small-batch craft coffee roaster dedicated to quality coffee and social responsibility. Particular care is given to sourcing coffees that maximize economic fairness and agricultural sustainability while assuring unique and interesting offerings. Visit luckbroscoffeehouse.com for more information.",,"A pretty, sweetly nut- and floral-toned espresso with pleasing layered complexity and chocolate suggestions throughout, not to mention an excellent value."
93,ChacolaTAY,Ethiopia Sidama Deri Kochoha WP,"Taichung City, Taiwan","Sidamo (also Sidama) growing region, southern Ethiopia",Light,63/84,NT $450/100 grams,2016-05-01,9,9,9,8,,,8,"Complex, enigmatic, deep. Strawberry, roasted mint, musk, jasmine, dark chocolate in aroma and cup. Juicy, intricate acidity; syrupy-smooth mouthfeel. The very long finish consolidates around roasted mint and chocolate tones.","From the Deri Kochoha mill in the Hagere Maryame District, a little south of the famous Yirgacheffe region, where coffees from local heirloom trees are subject to rigorous, traditional processing and drying procedures. “WP” is an abbreviation for wet-processing, indicating that this coffee has been subject to the traditional “washed” processing method in which the fruit residue is removed from the beans before drying, a method that typically intensifies acidity and aromatic top notes. ChacolaTAY is a Taiwanese small-batch roaster aiming to maximize cup character of elite green coffees through flexible, precise artisan roasting. Visit http://chacolatay.com or call +886-935-730422 for more information.",,"An unusual Sidamo cup that offers fascinating individual notes (strawberry, roasted mint) enveloped by a dark chocolate throughline."
92,Duluth Coffee Company,Colombia Mary Cielo Salazar Soto,"Duluth, Minnesota","Huila Department, southern Colombia",Medium-Light,53/76,$22.00/16 ounces,2016-05-01,8,8,9,9,8,,,"Deeply sweet, intensely floral. Dark chocolate, lily, clove, plum, cashew in aroma and cup. Spicy, rich acidity; full, syrupy mouthfeel. The richly drying, flavor-saturated finish consolidates to clove in the short, while cashew returns in the long.","This coffee placed ninth overall at the 2016 Best of Huila green coffee competition, and was purchased at the auction following the competition. Duluth Coffee Company is a craft micro-roaster in Duluth, Minnesota, committed to providing high-quality coffee with a focus on single origins. Duluth uses insightful roasting techniques to highlight the natural nuances of each origin and retain balance in the coffee. Coffees are sourced seasonally and roasted fresh, allowing them to be enjoyed at their peak. For more information, visit www.duluthcoffeecompany.com.",,"A sweet, spice-toned, floral-edged Colombia cup."
92,Duluth Coffee Company,Colombia Gabriel Munoz Samboni,"Duluth, Minnesota","Huila Department, southern Colombia",Medium-Light,53/77,$28.00/16 ounces,2016-05-01,9,8,9,8,,,8,"Big, richly sweet. Apricot, wisteria-like flowers, fresh-cut fir, paprika, cocoa in aroma and cup. Quietly juicy, rounded acidity; plush, satiny mouthfeel. Wisteria and paprika in the flavor-saturated short finish; cocoa in the long.","This coffee placed fifth overall at the 2016 Best of Huila green coffee competition, and was purchased at the auction following the competition. Double-dry fermentation, followed by four rounds of washing. Duluth Coffee Company is a craft micro-roaster in Duluth, Minnesota, committed to providing high-quality coffee with a focus on single origins. Duluth uses insightful roasting techniques to highlight the natural nuances of each origin and retain balance in the coffee. Coffees are sourced seasonally and roasted fresh, allowing them to be enjoyed at their peak. For more information, visit www.duluthcoffeecompany.com.",,"A balanced, spicy-floral coffee with cocoa tones throughout."
94,Hula Daddy,Laura’s Reserve SL-28,"Holulaloa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/83,$39.95/8 ounces,2016-05-01,9,9,9,8,,,9,"Delicate, sweetly intricate. Honey, roasted cacao nib, raspberry, sandalwood, cinnamon in aroma and cup. Round, juicy, balanced acidity; buoyant, velvety-smooth mouthfeel. The richly drying, long finish consolidates to pretty cinnamon and cocoa notes.","Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced entirely from trees of the distinguished SL-28 variety of Arabica, one of the two Bourbon-derived tree varieties responsible for Kenya’s finest coffees. This SL-28 was grown at the higher elevation Hula Daddy farm. It is a limited edition coffee available for sale only by telephone or in person at the farm. Visit www.huladaddy.com or call 888-553-2339 for more information.",,"The elegantly lush yet crisply pungent paradox of the SL-28 profile is expressed here with a particularly juicy, layered balance."
92,Thirty-Thirty Coffee Co.,Ecuador Rancho Tio Emilio,"Peoria, Illinois","La Perla, Nanegal, Pichincha growing region, northern Ecuador",Medium-Light,58/76,$23.95/12 ounces,2016-05-01,9,8,9,8,,,8,"Deeply sweet, dynamically rich. Lemon curd, almond butter, baker’s chocolate, juniper berry, myrrh in aroma and cup. Juicy, lightly tart acidity; silky-smooth mouthfeel. The richly drying finish is animated by baker’s chocolate and cinnamon in the short and myrrh in the long.","Produced by Henry and Verena Gaibor entirely from the Typica variety of Arabica on their farm in the Pichincha region of Ecuador, bordering Colombia. Thirty-Thirty is a small-batch coffee roasting company located in Peoria, Illinois committed to sourcing the finest green coffees and to expressing the individuality and character of those coffees from roasting process to the cup. Visit www.thirty-thirtycoffee.com or call 309-713-2983 for more information.",,A dynamically rich cup: sweet citrus framed in spice.
94,Red Rooster Coffee Roaster,Colombia San Adolfo,"Floyd, Virginia","San Adolfo, Acevedo, Huila Department, Colombia",Light,65/81,$17.00/12 ounces,2016-05-01,9,9,9,8,,,9,"Delicately rich, subtly intricate. Violet-like flowers, pink peppercorn, almond butter, peach, myrrh in aroma and cup. Juicy, vibrant, balanced acidity; silky, buoyantly levitating mouthfeel. The crisply sweet, flavor-saturated finish is animated by spicy suggestions of myrrh and pink peppercorn.","Produced entirely from the rare Pink Bourbon variety of Arabica, a hybrid of Red and Yellow Bourbon that producers report has some resistance to leaf rust, a devastating disease of the coffee plant. Carefully isolated and cultivated on multiple farms in San Adolfo, this coffee is fully washed — meaning the fruit residue is removed from the beans before drying, a method that typically intensifies acidity and aromatic top notes — and dried in parabolic driers. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",,"A quietly extravagant coffee: Subtle yet rich, balanced, sweet and spice-toned; an excellent value as well."
86,Lino'spresso,O’Rey Espresso Capsules,"Los Angeles, California",Central America; South America; Africa,Very Dark,0/50,$7.00/10 capsules,2016-05-01,8,7,7,7,7,,,"Evaluated as espresso. Lean, chocolaty, roast-toned. Dark chocolate, salted caramel, lily-like flowers, fresh-cut fir in aroma and small cup. Light, smooth body. The gently drying, bittersweet finish is chocolate- and fir-toned. Caramel and floral notes resurface in three parts milk.","Lino'spresso produces authentic Italian-style espresso from the very highest quality coffee, blended and roasted in a small artisanal factory in Parma, Italy. The Lino'spresso capsules are compatible with Nespresso-brand coffee machines for home use. Visit www.linospressousa.com for more information.",,"A light, lean, accessible capsule espresso."
91,Magnolia Coffee,Reserve Ethiopia Halo Bariti Coop,"Charlotte, North Carolina","Yirgacheffe growing region, south-central Ethiopia",Light,68/98,$13.99/12 ounces,2016-05-01,8,8,9,8,,,8,"Sweetly rich, fruit-toned. Ripe blueberry, blood orange zest, jasmine, cedar, roasted cacao nib in aroma and cup. Quiet, bittersweet acidity; lightly syrupy mouthfeel. The resonant finish consolidates around roasted cacao nib and aromatic wood notes in the short; blood orange zest reappears in the long.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is rounder and lower-toned than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Produced by the Halo Bariti Cooperative, founded in 2012. Magnolia Coffee is a Charlotte, North Carolina based boutique roaster whose motto is “Artisan roasted, truly delicious, socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information.",,"Cedar and roasted cacao nib envelope this fruit-forward, zesty cup."
92,BeanFruit Coffee Co.,Colombia Finca San Jose,"Jackson, Mississippi","Pitalito, San Agustin growing region, Huila Department, southern Colombia",Medium-Light,56/80,$15.25/8 ounces,2016-05-01,8,8,9,8,,,9,"Deeply sweet-savory. Roasted cacao nib, sage, ripe kiwi, magnolia, sandalwood in aroma and cup. Sweet, juicy acidity; buoyant, syrupy mouthfeel. The crisp, gently drying finish centers around roasted cacao nib and hazelnut.","Pitalito is a highly respected growing area east of the Andes in the southern Colombian Department of Huila. Produced by Don Fauder Alvarez entirely of the Caturra variety of Arabica. Alvarez modifies the typical wet-processing method by de-pulping and fermenting the coffee without water for around 12 hours, then adding water to the tank to slow down or “reset” the fermentation before drying the coffee. BeanFruit Coffee Coffee Company is a small coffee-roasting company located in the Jackson, Mississippi area, founded on a desire to provide fresh-roasted coffee to the Jackson area and educate local consumers about great-tasting coffee. Visit www.beanfruit.com or call 601-624-2605 for more information.",,"A big Colombia that offers equal parts sweet and savory pleasure, enlivened throughout with nut and chocolate suggestions."
